factor,A01,A02,A05,A09,A10,A17,A18,A19,A20,A21,A22,A23,A24,A25,B09,B10,B11,B12,B14,B15,C01,C11,C12,C19,D07,D08,D09,D10,D12,D13,D14,D16,D17,D18,D19,D20,D30,E16,F02,F06,F09,F10
A22,0.434280457728836,0.22643109813256398,0.33381067781586504,0.2385750506739311,0.3808903619364666,0.18320207886270212,0.9771526345417166,-0.06628110356384646,0.055623729304721176,0.3053703496646384,1.0,0.38298634622966204,0.35336936703702865,-0.19212131529909754,0.1444530894619344,-0.08018072230588763,0.2002707524172073,0.8359594972406175,-0.10061458319486809,0.4277443749353765,0.36617725541294843,0.42164039056309693,0.4327207473581527,0.2516608320607015,0.021048456516271942,0.028000688589811182,0.08495407048328908,0.07041169846088705,0.05046422107022099,0.032185492864618484,0.014174798019119892,0.04680590362915158,0.017748230597255225,0.030585967072326845,0.008663054425794802,0.045026746804603834,0.03346493084791769,-0.007122084262644616,-0.06243156001068647,0.031896044571664596,0.3962272236699364,-0.014622442200225827
A23,0.7783747133796294,0.4002179898904919,0.4365261271582362,0.6924534265710592,0.8653030711213976,0.0333527534540613,0.45877254434839226,-0.0241699473709352,0.17384467658226577,0.5416012079639327,0.38298634622966204,1.0,0.6867403036933174,-0.1968431435857266,-0.03969328626606653,-0.10053696808421568,-0.006953107644665686,0.34681715891280196,-0.10746291110393617,0.7716470129006552,0.6658550269056047,0.7497828630710482,0.7459972744595553,0.3945490198302329,0.053950348818711275,0.06000820669949967,0.09876794185777515,0.0473552280030731,0.07377043646781718,0.07394813689383375,0.04082782456780842,0.06834286691730855,0.022807504703242124,0.04526181101416235,0.022708653550727265,0.05201253020356408,0.0648878823460634,-0.009967468255322248,-0.08684128668118721,0.09633333837951784,0.6293084670486483,-0.06401032905233608
A24,0.7327266045744516,0.7497021977976954,0.5577186984566855,0.39566381658066807,0.5470394750161384,0.19838593239437943,0.4924163986073988,-0.13042497523076432,0.2129187097415245,0.48475453548469516,0.35336936703702865,0.6867403036933174,1.0,-0.44189909247944625,0.08695174318916495,-0.040214925196550344,0.12143872657960612,0.42864292226384443,-0.15200359592329263,0.7263006358206373,0.6285810848670489,0.7097451368889608,0.7161148846489718,0.3746805132625927,0.07032732512839464,0.08094576408315814,0.11006544442086005,0.04159849104969262,0.10338376573326996,0.11659267108625748,0.06527386092321939,0.06591597917555814,0.027336112741216004,0.06135439188778417,0.034455204689165436,0.0693378139637453,0.08592676515407299,-0.04514904788971429,-0.10179163484119515,0.22697759236995316,0.6395869389930033,0.05366877998372692
A25,-0.2863096256529343,-0.5326309704673604,-0.27291198801728506,-0.07685568886893951,-0.16769606894538344,-0.26668573749369046,-0.24698437896754963,0.1458154586965281,-0.08199061787387747,-0.19420651277303147,-0.19212131529909754,-0.1968431435857266,-0.44189909247944625,1.0,-0.22628385418579872,-0.15075062494775,-0.22827073542960116,-0.31651910594987304,0.14642417299737723,-0.28454089865966936,-0.2509552779453014,-0.282190968207015,-0.2936323592769615,-0.18252637739660177,-0.055227430711343645,-0.07434350235408932,-0.11910573449283604,-0.06714706852699434,-0.11121514108474773,-0.12036533309605137,-0.06062937981615635,-0.04888103599287637,-0.046396798303231464,-0.07350269487974094,-0.032152793644618934,-0.08279213201362802,-0.07607575142112696,0.05467322388774165,0.05555657509831546,-0.21231963212630406,-0.29798984478831875,-0.26098218150443164
B09,0.07876424438475141,0.16620599406482398,0.13255527131341407,-0.07879883935207571,-0.044961695383684726,0.42222186039698606,0.13940814010489272,-0.1379769446266283,0.2170633514903072,0.11654015238313127,0.1444530894619344,-0.03969328626606653,0.08695174318916495,-0.22628385418579872,1.0,0.932828603855823,0.9360502622672876,0.23491501073499751,-0.05644834303578041,0.08535625962492559,0.15092055748559233,0.08689740695145548,0.1294405351067766,-0.00963204869512176,-0.1051722071740564,-0.09233887987345389,-0.0905189975619404,-0.0471276343076777,0.08250124975471719,0.04817209379522996,0.013556310139792659,-0.22794909226721272,0.05622952604062897,0.022594113680134555,0.012778096661450928,0.10698910809132371,-0.10430731066773574,-0.3325097269660015,0.40506792116514134,0.1206356868746574,0.19787173490092658,0.6672356039817146
B10,-0.037110524075831486,0.08658479272729837,0.012927683519933836,-0.09328026556765699,-0.09044395995428696,0.33446866523893193,-0.09112033118816727,-0.0992811689281022,0.16158585925434057,0.03842056267782556,-0.08018072230588763,-0.10053696808421568,-0.040214925196550344,-0.15075062494775,0.932828603855823,1.0,0.832196365136898,0.01708993971831948,-0.0386422569928975,-0.028506055758268926,0.05517292755241529,-0.028166999127881193,0.012893333630605948,-0.07402530868351301,-0.11361557217929581,-0.10096132158779055,-0.10847226105515499,-0.060900779014578584,0.07724121330503382,0.041999333100573064,0.011792466431333474,-0.2449356374348176,0.05831841104888265,0.015667286474603786,0.012496581533823976,0.1041493914191735,-0.11497981940154484,-0.34098286082951695,0.4416066318847253,0.09527613682540878,0.08020737647205269,0.6874080167354506
B11,0.12112487991235946,0.17575156368090397,0.1615190005462063,-0.06174923132812152,-0.013772703384903046,0.380172065271352,0.1955524234523051,-0.07309472014314533,0.3296891231382578,0.14012049283949907,0.2002707524172073,-0.006953107644665686,0.12143872657960612,-0.22827073542960116,0.9360502622672876,0.832196365136898,1.0,0.2847382745180249,-0.01800040993072539,0.1265455946054921,0.17622091487903027,0.13084334162970468,0.16889523946103252,0.0156415981057726,-0.10386364959919507,-0.09578669790774255,-0.12392605386084803,-0.07577305362785403,0.04347090768023596,0.017409668882150113,-0.0006553425282480436,-0.237244302031912,0.04449833667758304,0.009401676710181836,0.0036854879245682547,0.07366920074949716,-0.10962520576008306,-0.29917475109903696,0.34031048589289337,0.16429594458011004,0.23428280594480794,0.6324062718339687
B12,0.4114091929573243,0.3801334171173183,0.3327537559209695,0.19325230457747217,0.3295699909641275,0.2973834030815013,0.8467886613503046,-0.15401231466948878,0.10301016671331134,0.2821559522826186,0.8359594972406175,0.34681715891280196,0.42864292226384443,-0.31651910594987304,0.23491501073499751,0.01708993971831948,0.2847382745180249,1.0,-0.10500336596701855,0.40540438599294837,0.35316414390185213,0.4021978229333604,0.41888909792216483,0.24307365733713998,0.02466813677025136,0.03061654046767726,0.08204906416032286,0.06286531379199227,0.049369858585014345,0.047849912010706215,0.017457936191579208,0.04796025955299517,0.012305848042113833,0.03451945879277938,0.008144168901303548,0.03941728712630246,0.038898687267799784,-0.017235221615421802,-0.09488471733204525,0.15236061080400765,0.40547569346305234,0.14849471186556945
B14,-0.13473645270984974,-0.21036882892016787,-0.09801835971074507,-0.07982050271768841,-0.10166647500361367,-0.5771875472487814,-0.12388522017753821,0.5698794893630554,0.0806207304490723,-0.04471120413931664,-0.10061458319486809,-0.10746291110393617,-0.15200359592329263,0.14642417299737723,-0.05644834303578041,-0.0386422569928975,-0.01800040993072539,-0.10500336596701855,1.0,-0.1350953982624064,-0.13060594976872952,-0.13470357677190384,-0.1533507212614112,0.06727890132416735,-0.04826395759291104,-0.08090783136611729,-0.29237703514741487,0.041399876578540516,-0.18957222166115473,-0.09622374813240371,-0.0590396121620405,-0.21282946103657432,-0.037625600786489896,-0.10389863464149927,-0.019863600243328994,-0.18984740508280298,-0.0636406052326455,0.12883292736478022,0.057628949716120974,-0.19100800005363994,-0.10893884829214702,-0.23683319795658464
B15,0.98371049223582,0.4977880005891318,0.8052135601996189,0.43123715487969055,0.6218056232613477,0.14444447846464267,0.5130564045988736,-0.0686937715067397,0.1835292420856739,0.646731364603117,0.4277443749353765,0.7716470129006552,0.7263006358206373,-0.28454089865966936,0.08535625962492559,-0.028506055758268926,0.1265455946054921,0.40540438599294837,-0.1350953982624064,1.0,0.8375324217380012,0.9558005347420386,0.9530016417018595,0.45726274073383,0.044135805265861666,0.05162672103053808,0.08498762741833407,0.041869684963786395,0.07826012959915087,0.07880449590562989,0.04425971078037925,0.03678190479089826,0.021494540513296,0.046138976442166246,0.02640965109960811,0.06094840198832514,0.053324408458281174,-0.036477583462184854,-0.06813124150454318,0.1559519763092331,0.8083963553583896,0.03108336202500641
C01,0.8495207505097332,0.43493672676003176,0.7012800482837211,0.3805275762960617,0.5444197991524096,0.1864934170952015,0.4386070152599268,-0.08290254866946563,0.1818568131415278,0.5943852069331501,0.36617725541294843,0.6658550269056047,0.6285810848670489,-0.2509552779453014,0.15092055748559233,0.05517292755241529,0.17622091487903027,0.35316414390185213,-0.13060594976872952,0.8375324217380012,1.0,0.8261996553202287,0.8313653716592045,0.21675436012036428,0.027355278403843938,0.032158669041811576,0.062267764530476,0.036192309025658086,0.06350308617376174,0.0658457280300164,0.03714963620881653,0.010336153952453297,0.02451564585783148,0.027998605558193206,0.02614602399867173,0.05731273819251511,0.03408073900704405,-0.04869381703376669,0.026852382970464765,0.13832269144435305,0.6608238794903261,0.09704786825099164
C11,0.971487108964698,0.49102032412478214,0.8012928746956555,0.4162865807370304,0.6088104231924631,0.14968602035837525,0.5048302325582665,-0.06898934788607915,0.17761015281881584,0.6339455089445601,0.42164039056309693,0.7497828630710482,0.7097451368889608,-0.282190968207015,0.08689740695145548,-0.028166999127881193,0.13084334162970468,0.4021978229333604,-0.13470357677190384,0.9558005347420386,0.8261996553202287,1.0,0.9215186817360104,0.4550922545290118,0.04301850210999667,0.051585430708441744,0.088567051538275,0.04847473123261623,0.0732813974432553,0.07426461673650339,0.045333390515165446,0.04438803961959,0.022821929725111215,0.05058138427756455,0.023293140202826173,0.05305448117578864,0.054776007850860634,-0.018245670104643598,-0.07034762128194648,0.1674934027815168,0.803411453649767,0.03835540099884955
C12,0.9683964900543287,0.5039421298971906,0.7969340763815423,0.4168213718030401,0.6070824357131672,0.17306892162309212,0.5158922792453188,-0.07886958352478028,0.19357809359130318,0.640505366116289,0.4327207473581527,0.7459972744595553,0.7161148846489718,-0.2936323592769615,0.1294405351067766,0.012893333630605948,0.16889523946103252,0.41888909792216483,-0.1533507212614112,0.9530016417018595,0.8313653716592045,0.9215186817360104,1.0,0.4438804009070502,0.04103117726016926,0.04820157688867706,0.08699334169832681,0.045827591505127836,0.07841791811043525,0.07589817999077374,0.04225564726634691,0.029822893455347183,0.03467354345895944,0.04105841384756714,0.027506815630633855,0.06502075431739489,0.04726438661913871,-0.04670275485397348,-0.041942729108611486,0.15696416751357445,0.802659290186067,0.07707487140007335
C19,0.46805473699009426,0.27386283260691857,0.38091299545178187,0.24409675874556067,0.34044633791160445,-0.0620656391235622,0.2948759906359088,0.09197236044052981,0.034982201983998144,0.3867772837563725,0.2516608320607015,0.3945490198302329,0.3746805132625927,-0.18252637739660177,-0.00963204869512176,-0.07402530868351301,0.0156415981057726,0.24307365733713998,0.06727890132416735,0.45726274073383,0.21675436012036428,0.4550922545290118,0.4438804009070502,1.0,0.06162456591164333,0.06677276004794416,0.0363522590086464,0.01732563095703336,0.027935466182605184,0.04511706317736594,0.02731569685466379,0.0300696151083411,0.0444856618075932,0.05447394305089978,0.017385297544330287,-0.0071109003555130095,0.06729090601862951,0.032452885168192905,-0.12371063664300799,-0.04110679558505624,0.5168598966084291,-0.061317578257167445
D07,0.048018271144338966,0.06737641482895697,0.026897998805011435,0.04443684561348719,0.0495864391673488,-0.005625089938807075,0.03267654147991967,-0.043930968674128816,-0.04412829268809838,0.015615677034131224,0.021048456516271942,0.053950348818711275,0.07032732512839464,-0.055227430711343645,-0.1051722071740564,-0.11361557217929581,-0.10386364959919507,0.02466813677025136,-0.04826395759291104,0.044135805265861666,0.027355278403843938,0.04301850210999667,0.04103117726016926,0.06162456591164333,1.0,0.9203313412516593,0.27457876720249375,0.04340085099005132,0.0856641470439541,0.06944329668437833,0.06788235504345644,0.2802894883534933,0.6749452143325456,0.029004797414525788,0.5191735222260402,-0.027220663737537627,0.876116373564006,0.19093366730216835,-0.14678714698437403,0.00038290665147105974,0.03527447497241989,-0.090838212320099
D08,0.05520083369155907,0.07942524048647671,0.03320339488260567,0.049704708910730595,0.05556077812434758,0.013604168166675357,0.04134356351817723,-0.05612006123939104,-0.05439264199934559,0.01834055051511588,0.028000688589811182,0.06000820669949967,0.08094576408315814,-0.07434350235408932,-0.09233887987345389,-0.10096132158779055,-0.09578669790774255,0.03061654046767726,-0.08090783136611729,0.05162672103053808,0.032158669041811576,0.051585430708441744,0.04820157688867706,0.06677276004794416,0.9203313412516593,1.0,0.328957651009454,0.054494435070656995,0.10266089933795179,0.0858351919176252,0.08849408400785831,0.33251192668881174,0.6417515952226883,0.18489361938073076,0.5336607623869823,-0.0210185003055479,0.9373936664916902,0.20485520995165757,-0.14723242255204044,0.007341020651389988,0.04120466827541178,-0.07331971261432256
D09,0.08972775484542748,0.13179807082026687,0.05085376429788154,0.09168769737240644,0.09789828875452793,0.18089168511235593,0.09877711944459379,-0.25074206491698653,-0.13327133191338617,0.01931427300705917,0.08495407048328908,0.09876794185777515,0.11006544442086005,-0.11910573449283604,-0.0905189975619404,-0.10847226105515499,-0.12392605386084803,0.08204906416032286,-0.29237703514741487,0.08498762741833407,0.062267764530476,0.088567051538275,0.08699334169832681,0.0363522590086464,0.27457876720249375,0.328957651009454,1.0,0.5626683250784673,0.32271315339441586,0.17968678188657647,0.13468275541435454,0.8342340646053512,0.17220503403093673,0.3414018867031834,0.08013880215495546,0.17370603919148947,0.3600784435912943,0.3265551916037176,-0.16243551210426702,0.022452504693728215,0.03772786937530917,-0.10002560194120115
D10,0.04605136888263053,0.06011278473713947,0.02833925777699252,0.04651336275814946,0.054060273391374855,0.08173333644287455,0.07011629556657685,-0.12038550845466224,-0.11394966486301249,0.014018408465867577,0.07041169846088705,0.0473552280030731,0.04159849104969262,-0.06714706852699434,-0.0471276343076777,-0.060900779014578584,-0.07577305362785403,0.06286531379199227,0.041399876578540516,0.041869684963786395,0.036192309025658086,0.04847473123261623,0.045827591505127836,0.01732563095703336,0.04340085099005132,0.054494435070656995,0.5626683250784673,1.0,0.03862240573741309,-0.04516347810940062,0.008915743342221975,0.2344767126243161,0.04061892927826265,0.06645209686560823,0.008355847730010866,0.045693645154720075,0.15597881964926083,0.15573247345549268,-0.07600482980559724,-0.025633191004771006,0.013007687713252438,-0.08056548292732943
D12,0.07395697095327551,0.14389356767019432,0.04382316778566668,0.07023424674914466,0.06732619952602187,0.1615631883119645,0.06339842252036851,-0.1571971036414347,-0.03862244931208871,0.03896022785639041,0.05046422107022099,0.07377043646781718,0.10338376573326996,-0.11121514108474773,0.08250124975471719,0.07724121330503382,0.04347090768023596,0.049369858585014345,-0.18957222166115473,0.07826012959915087,0.06350308617376174,0.0732813974432553,0.07841791811043525,0.027935466182605184,0.0856641470439541,0.10266089933795179,0.32271315339441586,0.03862240573741309,1.0,0.830510154832028,0.35213960923282767,0.3122036021683622,0.020881668852767335,0.11773303160104194,0.12374516485534222,0.4292758569155773,0.09277880357907956,-0.12363672304367461,-0.003756888775396707,0.036872453213571195,0.051334506898412756,0.0768875558966591
D13,0.07458286025090134,0.14865971664723449,0.04673136367320844,0.06491641588844296,0.06580942716661489,0.11476118053454004,0.050049152617156915,-0.1116021863631224,-0.015782634575821585,0.04603215889311566,0.032185492864618484,0.07394813689383375,0.11659267108625748,-0.12036533309605137,0.04817209379522996,0.041999333100573064,0.017409668882150113,0.047849912010706215,-0.09622374813240371,0.07880449590562989,0.0658457280300164,0.07426461673650339,0.07589817999077374,0.04511706317736594,0.06944329668437833,0.0858351919176252,0.17968678188657647,-0.04516347810940062,0.830510154832028,1.0,0.3617144469109563,0.21027540840353445,-0.0040667030169862515,0.08832327946372232,0.126678829630599,0.3410850532003262,0.0743010857197424,-0.12493504512062553,-0.006729741791842288,0.021749803340879007,0.05756465219676392,0.05420403662017352
D14,0.043161084541078594,0.08151203591495866,0.028922220936035956,0.03442240903130021,0.03601753716450473,0.05139254789268761,0.023750248894574576,-0.0502150880672665,-0.01692998399959611,0.022455107500008283,0.014174798019119892,0.04082782456780842,0.06527386092321939,-0.06062937981615635,0.013556310139792659,0.011792466431333474,-0.0006553425282480436,0.017457936191579208,-0.0590396121620405,0.04425971078037925,0.03714963620881653,0.045333390515165446,0.04225564726634691,0.02731569685466379,0.06788235504345644,0.08849408400785831,0.13468275541435454,0.008915743342221975,0.35213960923282767,0.3617144469109563,1.0,0.14108483319072296,0.032513190638241346,0.03220236035011131,0.10846711725093434,-0.048213591229167935,0.07427241100219951,-0.032971956633440214,-0.020517443941059914,0.008125450736051655,0.033226195144922505,0.022719310572858812
D16,0.04628448117494372,0.059076274950306956,0.013990700434429328,0.06722692259506749,0.06530414279542116,0.1180631051682391,0.05636406103306497,-0.23970915121414635,-0.10748836850733884,-0.016060466729618462,0.04680590362915158,0.06834286691730855,0.06591597917555814,-0.04888103599287637,-0.22794909226721272,-0.2449356374348176,-0.237244302031912,0.04796025955299517,-0.21282946103657432,0.03678190479089826,0.010336153952453297,0.04438803961959,0.029822893455347183,0.0300696151083411,0.2802894883534933,0.33251192668881174,0.8342340646053512,0.2344767126243161,0.3122036021683622,0.21027540840353445,0.14108483319072296,1.0,0.09627290225772138,0.3204526410261792,0.06658413676580432,0.12265887078766591,0.3227769976251012,0.5037945177229164,-0.2106183701522517,0.008642472339372258,-0.012827819692028102,-0.24685744058370504
D17,0.02677213836992261,0.04086319923575709,0.01640549876099447,0.028263147031850518,0.023754810253849304,-0.09965142454582422,0.020642735018882037,0.1138899946203811,-0.030451502499996452,0.014774732196266122,0.017748230597255225,0.022807504703242124,0.027336112741216004,-0.046396798303231464,0.05622952604062897,0.05831841104888265,0.04449833667758304,0.012305848042113833,-0.037625600786489896,0.021494540513296,0.02451564585783148,0.022821929725111215,0.03467354345895944,0.0444856618075932,0.6749452143325456,0.6417515952226883,0.17220503403093673,0.04061892927826265,0.020881668852767335,-0.0040667030169862515,0.032513190638241346,0.09627290225772138,1.0,-0.03642204307928668,0.3154683038609651,-0.0575329430443646,0.559190314918934,0.08831383157309639,-0.05107283475819509,-0.021271663662727834,0.03449067828002513,0.028798717923685678
D18,0.0458630994820719,0.06744125670057922,0.031773574492177895,0.040856219538295685,0.04230617838294527,0.05343484124426733,0.041631175241605575,-0.04922158336424558,-0.03869618001242166,0.019788681640210182,0.030585967072326845,0.04526181101416235,0.06135439188778417,-0.07350269487974094,0.022594113680134555,0.015667286474603786,0.009401676710181836,0.03451945879277938,-0.10389863464149927,0.046138976442166246,0.027998605558193206,0.05058138427756455,0.04105841384756714,0.05447394305089978,0.029004797414525788,0.18489361938073076,0.3414018867031834,0.06645209686560823,0.11773303160104194,0.08832327946372232,0.03220236035011131,0.3204526410261792,-0.03642204307928668,1.0,0.051587755571181754,0.14083749651349428,0.1706218109995837,0.10685978590637293,-0.049374919064364656,0.014667873650290061,0.037462926146689404,0.01412825632871164
D19,0.025153354163394107,0.03859711513439805,0.018285282474792393,0.017366671117792658,0.021045310727468593,0.01898970313927561,0.013360283818671695,-0.016105746908529013,-0.012193650416950445,0.02036067054141038,0.008663054425794802,0.022708653550727265,0.034455204689165436,-0.032152793644618934,0.012778096661450928,0.012496581533823976,0.0036854879245682547,0.008144168901303548,-0.019863600243328994,0.02640965109960811,0.02614602399867173,0.023293140202826173,0.027506815630633855,0.017385297544330287,0.5191735222260402,0.5336607623869823,0.08013880215495546,0.008355847730010866,0.12374516485534222,0.126678829630599,0.10846711725093434,0.06658413676580432,0.3154683038609651,0.051587755571181754,1.0,0.04588187116849329,0.5177553798960202,-0.00910039360548864,-0.006259004523869633,0.0008198481961818871,0.018036494213080345,0.017446489707374557
